KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_iQn4m,"No. Alex... I mean, Commander Lamarr is leading the operation. I am handling the mission coordination, while Sergeant Palant and Emmerson are handling the equipment, scientists and the base itself.","Nein. Alex... Ich meine, Commander Lamarr leitet die Operation. Ich kümmere mich um die Missionskoordination, während Sergeant Palant und Emmerson sich um die Ausrüstung, Wissenschaftler und die Basis selbst kümmern.","Alex... Je veux dire, le commandant Lamarr dirige l'opération. Moi, je m'occupe de la coordination de la mission, tandis que le sergent Palant et Emmerson s'occupent de l'équipement, des scientifiques et de la base elle-même.",,,,,,,,不是。亚历克斯... 我是说，拉马尔指挥官负责这个行动。我负责任务协调，而帕兰特中士和埃默森中士负责设备、科学家和基地。,,,,,,
dialogue_e0g4u,Operation?,Operation?,Opération?,,,,,,,,行动？,,,,,,
dialogue_wiKAc,"Yeah... kind of UCH special operations. @w4 Let me try to sum this up for you. @p9 After we escaped with our bare lives, there were a lot of discussion what the fleet should do next. The two Admirals, my father and anyone with any relevant info, was either lost or dead. And when our voyage started, everything was chaotic as well.  @p9 After a few weeks it became clear, that we won't go back to earth anytime soon. So there was a fierce dispute on how to proceed. Although we had found a secret hiding place, some of the commanders and captains, lead by Commander Lamarr, Captain Zerogen and others spoke to Vice Admiral Perez about supporting the local independence movement to find some allies and first and foremost gather more info that way, without running into the Zirax Empire again.  @p9 But Perez did not want to risk anything until we had build up a solid base of operations in that sector. She also much more favored to establish the plans for the 'Project Eden'. Finding a planet for us to live on - or for others that might follow us to Andromeda now or in the future. @p9 Anyways. As a result,  Commander Lamarr and the others left the fleet and started the GLaD @w4 I think, as things stand now, Perez is quite happy about that, because GLaD helped to lead the Zirax forces astray several times already. So, after misconceptions were ruled out on both sides, GLaD is now secretly working with the UCH fleet, nurturing the resistance movement of the Talon against the Zirax and trying to get hands on any info about our fate and what the hell is going on in this galaxy. @p9 A short while ago, we actively tried to get in touch with you. Was quite a problem, but then one of our Talon agents managed to get hold of you. He was the guy upgrading your suit with our communication protocol. At the same time the Ilmarinen entered the sector and we found a way to implant an agent to the polaris mining facility where the Staff of Guidance was found.  And then .. here we are I think.","Ja... eine Art von UCH-Sondereinsatz. @w4 Lass mich versuchen, das für dich zusammenzufassen. @p9 Nachdem wir mit dem nackten Leben davongekommen waren, gab es eine Menge Diskussionen, was die Flotte als nächstes tun sollte. Die beiden Admirale, mein Vater und jeder, der irgendwelche relevanten Informationen hatte, war entweder verschollen oder tot. Und als unsere Reise begann, war ebenfalls alles chaotisch.  @p9 Nach ein paar Wochen wurde klar, dass wir nicht so schnell zur Erde zurückkehren würden. Also gab es einen heftigen Streit darüber, wie es weitergehen sollte. Obwohl wir ein geheimes Versteck gefunden hatten, sprachen einige der Kommandanten und Captains, angeführt von Commander Lamarr, Captain Zerogen und anderen, mit Vizeadmiral Perez darüber, die lokale Unabhängigkeitsbewegung zu unterstützen, um einige Verbündete zu finden und vor allem auf diese Weise mehr Informationen zu sammeln, ohne wieder auf das Zirax-Imperium zu treffen.  @p9 Aber Perez wollte nichts riskieren, bevor wir nicht eine solide Operationsbasis in diesem Sektor aufgebaut hatten. Ihr war es auch viel lieber, die Pläne für das 'Projekt Eden' aufzustellen. Einen Planeten für uns zu finden, auf dem wir leben können - oder für andere, die uns jetzt oder in Zukunft nach Andromeda folgen könnten. @p9 Wie auch immer. Daraufhin verließen Commander Lamarr und die anderen die Flotte und gründeten die GLaD @w4 Ich glaube, so wie die Dinge jetzt stehen, ist Perez ziemlich froh darüber, denn die GLaD hat schon mehrmals dazu beigetragen, die Zirax-Truppen in die Irre zu führen. Nachdem also Missverständnisse auf beiden Seiten ausgeschlossen wurden, arbeitet die GLaD nun heimlich mit der UCH-Flotte zusammen, unterstützt die Widerstandsbewegung der Talon gegen die Zirax und versucht, jede Info über unser Schicksal und was zur Hölle in dieser Galaxie vor sich geht, in die Finger zu bekommen. @p9 Vor einiger Zeit haben wir aktiv versucht, mit dir in Kontakt zu treten. War ein ziemliches Problem, aber dann hat es einer unserer Talon-Agenten geschafft, dich zu erreichen. Er war derjenige, der deinen Anzug mit unserem Kommunikationsprotokoll aufrüstete. Zur gleichen Zeit erschien die Ilmarinen im Sektor und wir fanden einen Weg, einen Agenten in die Polaris-Minenanlage zu schleusen, wo der Stab der Führung gefunden wurde.  Und dann ... hier sind wir, glaube ich.","Ouais... un genre d'opération spéciale de l'UCH. @w4 Je vais essayer de vous résumer ça. @p9 Après avoir réussi à nous échapper sains et saufs, des discussions ont été menées sur ce que la flotte devait faire ensuite. D'après la situation, les deux amiraux, mon père et toute personne ayant des informations utiles, étaient soit perdus, soit morts. Mais dès le début de notre voyage, tout était déjà chaotique. @p9 Après quelques semaines, il est devenu clair que nous ne retournerions pas sur Terre de sitôt. Il y a eu par la suite une vive controverse sur la façon de procéder. Bien que nous ayons trouvé un abri sûr et caché, certains des commandants et capitaines, avec à leur tête le commandant Lamarr, le capitaine Zerogen et d'autres, ont informé le vice-amiral Perez de leur soutien au mouvement indépendantiste local pour y trouver des alliés et également recueillir plus d'informations, en évitant de se heurter à nouveau à l'empire Zirax. @p9 Mais Perez ne voulait rien risquer tant que nous n'avions pas construit une base d'opérations solide dans ce secteur. Elle a également beaucoup plus privilégié l'établissement des plans du «Projet Eden». Trouver une planète sur laquelle nous pourrions vivre - ou pour d'autres qui pourraient nous suivre jusqu'à Andromède maintenant ou dans le futur. @p9 En conséquence, le commandant Lamarr et les autres ont quitté la flotte et ont créé le GLaD @w4. Je pense que dans l'état actuel des choses, Perez en est très heureuse, car le GLaD a déjà aidé à tromper les forces Zirax à plusieurs reprises. Ainsi, après que les idées fausses aient été écartées des deux côtés, GLaD a décidé de collaborer secrètement avec la flotte UCH, alimentant le mouvement de résistance du Talon contre le Zirax et essayant de mettre la main sur toute information portant sur notre destin et tout ce qui se passe dans cette galaxie. @p9 Il y a peu, nous avons activement essayé de vous contacter. C'était un problème, mais l'un de nos agents Talon a réussi à vous contacter. C'est lui qui a pu améliorer votre combinaison grâce notre protocole de communication. Au même moment, les Ilmarinens sont entrés dans le secteur et nous avons trouvé un moyen d'implanter un agent dans l'installation minière de Polaris où se trouvait le Bâton de Guide. Et puis.. vous voilà...",,,,,,,,是的... UCH舰队特别行动。 @w4 让我试着给你总结一下。 @p9 我们抛弃一切几乎赤身裸体逃走后，大家都在讨论舰队下一步该怎么办。两位上将，我父亲和任何有相关消息的人，不是失踪就是死亡。当我们的航行开始的时候，一切也都很混乱。 @p9 几周后，我们搞清楚了一件事 - 我们不会很快返回地球。因此，在如何进行下去的问题上发生了激烈的争论。虽然我们找到了一个秘密的藏身地，但一些指挥官和上尉在拉马尔指挥官、泽尔根上尉和其他人的领导下，与佩雷斯中将商讨后决定，支持地方独立运动，寻找一些盟友，主要是先通过这种方式收集更多信息，而避免再和兹瑞克斯帝国直接冲突。 @p9 佩雷斯不想冒任何风险，希望我们在该领域建立了一个坚实的基地。她更倾向于制定“伊甸园计划”的计划 - 为我们寻找一个可以生存的星球并建立基地，也是为其他可能在现在或将来跟随我们意外传送到仙女座的人。 @p9 最后的结果是，拉马尔指挥官和一些人离开了舰队，开始了格莱德计划。 @w4 我认为，从目前的情况来看，佩雷斯对此相当高兴，因为格莱德集团已经多次帮助舰队，诱导兹瑞克斯部队误入歧途。因此，在双方都排除了误解之后，格莱德集团现在正秘密与UCH舰队合作，扶持泰隆人对抗兹瑞克斯的抵抗运动，并试图获得关于我们命运和银河系到底发生了什么的任何信息。 @p9 不久前，我们积极尝试与您取得联系。无法通讯是个大问题，但后来我们的一个泰隆人特工找到了你，他就是那个用我们的通讯协议升级你护甲的人。与此同时，伊尔玛琳号进入了该星区，我们找到了一种方法，在发现指引之杖的极星公司采矿设施中植入了一种联络码，然后..我想我们做到了，你来了这里。,,,,,,
dialogue_4a3KK,Did the info help to find answers?,"Hat die Info geholfen, Antworten zu finden?",Les informations ont-elles aidé à trouver des réponses?,,,,,,,,这些信息有助于找到答案吗？,,,,,,
dialogue_aumGw,"Our analysts are still putting together the big picture, but Emmerson said, the data you provided will most likely allow us to draw some serious conclusions - the first time ever. \n\nYou might want to speak to him. \nHe is down in the bar at the moment. @w5 In the meantime I will check the mission status of Commander Lamarr. I'll let you know ASAP.","Unsere Analysten sind noch dabei, das Gesamtbild zusammenzusetzen, aber Emmerson sagte, dass die Daten, die du uns zur Verfügung gestellt hast, höchstwahrscheinlich einige aussagekräftige Schlüsse zulassen werden - das erste Mal überhaupt. \n\nDu solltest vielleicht mit ihm sprechen. \n Er ist im Moment unten in der Bar. @w5 In der Zwischenzeit werde ich den Missionsstatus von Commander Lamarr überprüfen. Ich gebe dir so schnell wie möglich Bescheid.","Nos analystes sont toujours en train de dresser une vue d'ensemble, mais Emmerson a déclaré que les données que vous avez fournies nous permettront très probablement de tirer des conclusions sérieuses - pour la toute première fois. \n\nVous voudrez peut-être lui parler. \nIl est en bas au le bar en ce moment. @w5 En attendant, je vérifierai le statut de la mission du commandant Lamarr. Je vous tiendrai informé dès que possible.",,,,,,,,我们的分析师仍在整理事件的脉络，但埃默森说，你提供的数据很可能让我们得出一些迄今为止最重要的严肃的结论。 \n\n你可能想和他谈谈。 \n他现在在酒吧里。 @w5 同时我会检查拉马尔指挥官的任务行程。我会尽快通知你的。,,,,,,
dialogue_iasu6,Thanks. That means a lot to me.,Danke. Das bedeutet mir sehr viel.,Merci. Ça compte beaucoup pour moi.,,,,,,,,多谢，你解释了不少我的疑问。,,,,,,
dialogue_uamGm,"So, you must be the brave hero that we owe all that new data about the Talon, Zirax and the Legacy...","Du musst also der tapfere Held sein, dem wir all diese neuen Daten über das Talon, Zirax und das Vermächtnis verdanken...","Donc, vous devez être le héros courageux à qui nous devons toutes ces nouvelles données sur le Talon, le Zirax et le Legacy...",,,,,,,,所以，你一定是一个勇敢的英雄，关于所有泰隆、兹瑞克斯和遗留者的新信息的收集，我们欠你一份情...,,,,,,
dialogue_8uSOK,Not a fan of mine?,Kein Fan von mir?,"Alors, pas un fan de moi?",,,,,,,,小意思，记得点赞就好！,,,,,,
dialogue_WKSuG,Emmerson,Emmerson,Emmerson,,,,,,,,埃默森,,,,,,
dialogue_Cq4aQ,"Please excuse my lack of actual excitement, but I have just finished a 48h shift and was on my way to bed when Mercer said you want to speak to me ahead of any new assignment he might have for you.","Bitte entschuldige meinen aktuellen Mangel an Aufregung, aber ich habe gerade eine 48-Stunden-Schicht beendet und war auf dem Weg ins Bett, als Mercer sagte, dass du mich vor einem neuen Auftrag, den er für dich haben könnte, sprechen möchtest.","Excusez mon manque d'excitation, mais je viens de terminer un quart de 48 heures et j'étais en route pour me coucher lorsque Mercer m'a informé que vous vouliez me parler, avant qu'il ne vous donne une nouvelle affectation.",,,,,,,,请原谅我懒散的状态，但我刚刚完成了48小时的轮班，正要上床睡觉的时候，默瑟说你想在他给你新的安排之前跟我谈谈。,,,,,,
dialogue_amKKO,New assignment?,Neue Aufgabe?,Nouvelle affectation?,,,,,,,,新安排？,,,,,,
dialogue_u0SKM,"Oh, he did not tell you?  Sure. Must be some sort of a Mercer family illness to  not telling the one risking his live everything he needs to know. Same as his father who brought us into this mess..","Oh, er hat es dir nicht gesagt?  Sicher. Muss eine Art Mercer-Familienkrankheit sein, demjenigen, der sein Leben riskiert, nicht alles zu sagen, was er wissen muss. Genau wie sein Vater, der uns in diesen Schlamassel gebracht hat...","Oh, il ne vous a rien dit? Ça m'étonne pas! Ça doit être une sorte de maladie de la famille Mercer d'oublier d'informer ceux qu'il envoie risquer leur vie. Identique à son père qui nous a tous mis dans ce pétrin!",,,,,,,,哦，他没告诉你？当然。一定是默瑟家族的传统作派 - 不告诉那个冒着生命危险的人他需要知道的一切。就像和他父亲一样把我们带到了这个烂摊子里..,,,,,,
dialogue_SWa4q,Ah .. ?,Äh .. ?,Ah ..?,,,,,,,,啊..？,,,,,,
dialogue_q084W,"Yep. Didn't you know? Lamarr told me that Mercer Senior made some mysterious intimations when she spoke to him ahead of all that trouble back on Apollon station. She did not trust him at all. And she was absolutely right. Her literally punching him into the face for all this bullshit he caused, it's a meme already.  Did not help us a lot .. but .. that's something she should explain to you in person.\n\nSo, what do you want to know, kid?","Ja. Wusstes du das nicht? Lamarr sagte mir, dass Mercer Senior einige mysteriöse Andeutungen machte, als sie vor dem ganzen Ärger auf der Apollon-Station mit ihm sprach. Sie traute ihm überhaupt nicht. Und sie hatte absolut Recht. Dass sie ihm für den ganzen Mist, den er verursacht hat, buchstäblich ins Gesicht geschlagen hat, ist schon eine Legende.  Hat uns nicht viel geholfen .. aber .. das ist etwas, was sie dir persönlich erklären sollte.\n\n Also, was willst du wissen, Junge?","Ouais. Vous ne saviez pas? Lamarr m'a dit que Mercer Senior avait fait de mystérieuses allusions lorsqu'elle lui avait parlé de tous ces problèmes sur la station Apollon. Elle ne lui faisait pas du tout confiance. Et elle avait absolument raison. Elle l'a littéralement frappé au visage pour toutes ces conneries qu'il a causées, ça a déjà fait le buzz! Ça ne nous a pas beaucoup aidé… mais… c'est quelque chose qu'elle devrait vous expliquer en personne... \n\nAlors, que voulez-vous savoir gamin?",,,,,,,,是的。你不知道吗？拉马尔告诉我，老默瑟在阿波罗站遇到麻烦之前跟他说了一些神秘的暗示。她一点也不信任他，她是绝对正确的。因为他制造了这么多麻烦，拉马尔真的想用拳头打他的脸，尽管只做出了动作。这些不会对我们有帮助 .. 但是 .. 她应该亲自向你解释。\n\n那么，你想知道什么，哥们？,,,,,,
